Latitude,Longitude,Depth/Km,Magnitude,Magnitude Category
42.8547,13.158,10.6,2.7,Low
42.7798,13.1168,9.9,3.4,Low
42.8283,13.0898,11.1,3.6,Low
42.7622,13.0322,10.6,2.7,Low
42.7815,13.1033,10.4,3.3,Low
42.7797,13.1105,9.4,2.4,Low
42.7468,13.1878,9.4,3.0,Low
42.7327,13.186,9.8,3.0,Low
42.8552,13.0828,10.5,2.5,Low
42.8808,13.0812,8.3,2.7,Low
42.7462,13.1275,9.9,3.4,Low
42.6505,13.2988,9.4,2.4,Low
42.7862,13.0677,10.6,2.5,Low
42.8253,13.2187,11.0,2.7,Low
42.8077,13.1268,10.6,2.4,Low
42.7647,13.0757,9.9,2.6,Low
42.8038,13.0947,10.7,3.2,Low
42.994,13.1135,8.9,3.0,Low
42.7107,13.2283,10.8,2.3,Low
42.8115,13.1435,10.4,2.6,Low
42.7943,13.0348,10.3,3.2,Low
42.8583,13.2263,8.2,2.3,Low
42.8905,13.0743,10.6,3.0,Low
42.8917,13.0442,9.5,2.9,Low
42.8507,13.0822,10.2,2.6,Low
42.8692,13.1822,7.8,2.6,Low
42.8992,13.0478,10.8,2.4,Low
42.7637,13.1788,9.3,2.8,Low
42.7927,13.1567,11.5,2.2,Low
42.9068,13.1698,13.1,2.9,Low
42.7822,13.1027,10.3,2.9,Low
42.835,13.1007,9.5,2.4,Low
42.7393,13.1802,10.6,3.1,Low
42.781000000000006,13.1182,10.5,2.2,Low
42.7948,12.9105,9.5,2.3,Low
42.9027,13.1475,9.3,3.4,Low
42.7823,13.1057,10.5,2.4,Low
42.7408,13.2003,9.4,2.6,Low
42.7852,13.118,12.2,3.2,Low
42.9878,13.0417,12.7,2.5,Low
42.8938,13.0392,10.0,2.5,Low
42.8128,13.0813,9.1,2.7,Low
42.7873,13.0733,10.1,2.6,Low
42.7827,13.1023,9.7,2.4,Low
42.8468,13.0993,11.5,2.8,Low
42.8322,13.1188,10.3,3.1,Low
42.7035,13.1153,12.9,2.9,Low
42.793,13.0713,10.0,2.9,Low
42.8357,13.047,10.2,2.2,Low
42.7927,13.209,9.0,2.4,Low
42.7188,13.2063,12.9,2.6,Low
42.7458,13.2057,12.1,2.3,Low
42.7807,13.1063,10.2,3.0,Low
42.8488,13.114,12.3,2.7,Low
42.6948,13.231,10.0,2.6,Low
42.8018,13.055,9.9,2.7,Low
43.0702,13.0658,8.7,3.6,Low
42.7372,13.1712,13.2,2.2,Low
42.6193,13.3025,9.9,3.4,Low
42.7243,13.1442,9.2,2.5,Low
42.8417,13.0548,9.8,3.3,Low
42.8168,13.0042,10.7,2.6,Low
42.9182,13.2128,8.5,2.5,Low
42.8503,13.0585,10.0,2.5,Low
42.8442,13.0583,9.4,2.6,Low
42.7655,13.085,10.6,4.0,Low
42.8908,13.1768,9.2,3.0,Low
42.9455,13.1907,8.1,3.7,Low
42.7622,13.1167,10.3,2.1,Low
42.7198,13.1897,10.1,3.0,Low
42.7188,13.2702,13.5,2.7,Low
42.7948,13.0762,9.9,2.7,Low
42.7257,13.2342,11.2,2.6,Low
42.9408,13.1387,10.5,3.0,Low
42.6968,13.1762,13.5,2.7,Low
42.7697,13.2203,10.3,2.1,Low
42.7453,13.2072,10.2,2.7,Low
42.7248,13.2197,10.1,2.7,Low
42.9432,13.1263,9.0,2.5,Low
42.9178,13.0317,4.4,2.4,Low
42.8982,13.1948,10.9,2.3,Low
42.8932,13.1857,8.3,3.2,Low
42.8418,13.0567,10.8,3.4,Low
42.8003,13.2028,9.5,2.8,Low
42.8372,13.0577,10.0,2.3,Low
42.7875,13.1792,9.5,3.0,Low
42.8875,13.195,10.5,2.3,Low
42.8797,13.048,11.0,2.8,Low
42.7983,13.1137,10.0,2.6,Low
42.7907,13.0678,10.0,3.2,Low
42.8867,13.1655,9.1,3.1,Low
42.7287,13.1242,12.3,2.2,Low
42.7908,13.0743,10.0,2.5,Low
42.9595,13.1537,9.6,2.6,Low
42.721,13.2223,11.2,2.7,Low
42.7877,13.0357,10.3,2.6,Low
42.8542,13.2408,9.4,2.6,Low
42.8998,13.0517,11.1,2.3,Low
42.7742,13.2103,9.9,3.1,Low
43.024,13.0958,8.9,2.9,Low
42.7102,13.271,12.7,2.1,Low
42.7243,13.1783,10.9,2.5,Low
42.8153,13.1092,10.5,2.1,Low
42.8113,13.0962,10.9,2.3,Low
42.806,13.1177,13.6,2.0,Low
42.7197,13.2165,10.3,2.3,Low
42.8748,13.0237,10.1,2.0,Low
42.8232,13.1268,9.9,2.1,Low
42.7287,13.2722,12.0,2.3,Low
42.7927,13.1087,10.5,2.4,Low
42.839,13.0613,9.3,2.9,Low
42.8498,13.0697,8.8,2.8,Low
42.7553,13.076,10.1,2.3,Low
42.9257,13.1737,9.6,2.3,Low
42.8863,13.0967,10.1,2.6,Low
42.8753,13.017,9.8,2.2,Low
42.7563,13.2138,10.0,2.3,Low
42.6637,13.2233,12.8,2.4,Low
42.7707,13.2073,9.9,3.9,Low
42.7175,13.171,11.1,2.6,Low
42.9275,13.1405,9.9,2.5,Low
42.738,13.198,11.1,2.2,Low
42.8745,13.2022,8.2,2.2,Low
42.8703,13.1928,7.9,2.5,Low
42.8082,13.1457,9.0,2.5,Low
42.7303,13.1507,9.5,2.3,Low
43.06399999999999,13.0732,8.8,2.6,Low
42.9405,12.9905,10.7,2.4,Low
42.8587,13.0398,10.2,2.4,Low
42.7875,13.1053,13.4,2.1,Low
42.9508,13.1918,8.2,2.7,Low
42.7307,13.1898,9.9,2.7,Low
42.783,13.0757,9.8,3.0,Low
42.8413,13.129,10.0,4.0,Low
42.8042,13.1463,10.6,2.7,Low
42.9378,13.2177,8.9,3.3,Low
42.9083,13.1967,9.4,2.3,Low
42.8983,13.1265,11.5,2.5,Low
42.8058,13.1187,10.3,2.4,Low
42.7697,13.0668,10.6,2.0,Low
42.7587,13.1643,11.4,2.3,Low
42.8937,13.0743,10.5,2.3,Low
42.7807,13.1748,18.1,2.5,Low
42.8892,13.0448,10.1,2.4,Low
42.8573,13.0883,9.2,2.0,Low
42.9163,13.224,7.9,2.3,Low
42.7238,13.1853,9.8,2.4,Low
42.8162,13.1262,10.5,2.1,Low
42.7533,13.1363,10.6,2.4,Low
42.7513,13.14,9.7,2.6,Low
42.824,13.0495,10.5,2.8,Low
42.7943,13.1587,10.1,2.3,Low
42.8333,13.228,14.2,2.3,Low
42.8217,13.092,9.8,2.8,Low
42.7323,13.2762,14.3,2.2,Low
42.8425,13.1042,10.7,2.5,Low
42.7837,13.1118,10.5,2.2,Low
42.8532,13.0938,10.5,2.6,Low
42.8032,13.1317,13.3,2.3,Low
42.8728,13.2305,10.7,2.4,Low
42.7438,13.1442,13.6,2.1,Low
42.8037,13.1343,10.7,2.5,Low
42.7442,13.2008,9.9,2.0,Low
42.8673,13.0228,11.0,2.3,Low
42.7782,13.1063,10.8,2.2,Low
42.6998,13.2647,11.5,2.5,Low
42.8205,13.0253,10.5,2.6,Low
42.8008,13.1065,10.6,2.5,Low
42.8593,13.1538,9.8,2.6,Low
42.9112,13.1968,9.1,2.8,Low
42.7278,13.2568,12.9,2.4,Low
43.0252,13.0772,8.4,3.5,Low
42.8063,13.1358,8.5,3.3,Low
42.7543,13.1882,13.0,2.4,Low
42.8213,13.2368,14.6,2.7,Low
42.6552,13.2033,13.5,2.7,Low
42.79,13.1113,10.4,2.2,Low
42.807,13.193,10.0,3.3,Low
42.872,13.0975,9.9,2.1,Low
42.9172,13.1957,9.4,2.1,Low
42.7755,13.0733,10.8,2.6,Low
42.7882,13.0677,11.0,2.9,Low
42.9203,13.2083,7.1,2.7,Low
42.7378,13.1413,11.0,2.7,Low
42.7472,13.1945,10.0,2.6,Low
42.7803,13.1527,8.8,2.1,Low
42.9247,13.206,8.4,2.4,Low
42.8327,13.1393,10.9,2.1,Low
42.892,13.0388,10.0,2.4,Low
42.88,13.0677,10.3,2.4,Low
42.8038,13.1067,10.2,2.9,Low
42.7263,13.1855,10.1,2.4,Low
42.8155,13.1508,8.9,3.6,Low
42.9078,13.1143,9.3,3.0,Low
42.8085,13.0762,5.5,2.2,Low
42.8318,13.1963,10.4,2.6,Low
42.743,13.2255,10.2,2.6,Low
42.823,13.1507,10.9,2.2,Low
42.7567,13.1143,10.3,2.2,Low
42.8107,13.112,11.1,2.1,Low
42.8072,13.1162,10.6,2.5,Low
42.7898,13.1932,11.8,2.5,Low
42.8082,13.1428,10.3,2.3,Low
42.7875,13.1092,10.8,2.5,Low
42.8002,13.1133,10.6,2.4,Low
42.6898,13.1768,14.6,2.0,Low
42.8423,13.2422,9.3,2.1,Low
42.6973,13.1858,10.6,2.3,Low
42.9082,13.2175,8.9,2.8,Low
42.7977,13.1042,10.5,2.6,Low
42.9433,13.22,8.8,2.7,Low
42.9032,13.2095,7.4,3.0,Low
42.8245,13.164,10.6,2.7,Low
43.0412,13.0442,9.1,2.3,Low
42.8942,13.0128,10.3,2.1,Low
42.7972,13.1215,10.5,2.8,Low
43.0308,13.0773,5.7,2.1,Low
42.7265,13.2012,9.7,2.0,Low
42.7732,13.204,9.4,2.3,Low
42.8077,13.1092,11.0,2.5,Low
42.8035,13.1943,9.1,2.1,Low
42.8772,13.0907,9.6,2.6,Low
42.6227,13.3028,10.1,2.6,Low
42.872,13.0622,10.0,2.3,Low
42.8233,13.0903,8.9,2.2,Low
42.9052,13.157,11.0,2.4,Low
42.7733,13.0773,10.1,3.3,Low
42.8902,13.1567,9.0,2.1,Low
42.8208,13.0223,10.4,2.0,Low
42.7307,13.1597,14.4,2.3,Low
42.8277,13.0673,10.2,2.8,Low
42.8673,13.0345,11.1,2.8,Low
42.6918,13.2707,11.1,3.1,Low
42.8662,13.2407,8.9,2.4,Low
42.7983,13.1038,10.4,2.9,Low
42.9293,13.2568,0.2,2.0,Low
42.8008,13.1185,11.6,2.1,Low
42.9063,13.0612,10.6,2.4,Low
42.8832,13.1218,15.3,2.1,Low
42.6753,13.2067,12.3,2.1,Low
42.8348,13.0347,10.8,2.1,Low
43.0618,13.0688,8.9,2.6,Low
42.9437,13.2038,7.9,2.7,Low
43.0168,13.073,9.5,2.3,Low
42.8083,13.0758,9.1,2.0,Low
42.7568,13.0577,10.3,2.4,Low
42.8773,13.0842,9.9,2.4,Low
43.0162,13.0748,8.7,2.1,Low
42.7287,13.2567,13.2,2.0,Low
42.9003,13.1978,10.6,2.5,Low
42.7782,13.16,10.0,2.4,Low
42.746,13.1752,11.0,2.4,Low
42.7258,13.1767,10.0,2.1,Low
42.9217,13.2175,8.6,3.2,Low
42.9303,13.1423,9.7,2.2,Low
42.9518,13.1227,8.4,2.4,Low
42.9212,13.2103,8.2,2.2,Low
42.9178,13.0163,10.6,3.0,Low
42.8042,13.0562,10.1,2.1,Low
42.723,13.2425,10.4,2.7,Low
42.6808,13.2157,14.7,2.8,Low
42.7913,13.1405,9.7,2.2,Low
42.7162,13.188,10.5,2.4,Low
42.706,13.1872,14.3,2.1,Low
42.6858,13.2093,13.0,2.3,Low
42.9133,13.1423,10.3,2.7,Low
42.8102,13.1757,11.0,2.1,Low
42.904,13.1052,10.2,2.4,Low
42.7513,13.1118,11.1,2.4,Low
42.7653,13.0925,10.9,2.4,Low
42.7738,13.1535,14.7,2.1,Low
42.9002,13.1715,10.6,2.3,Low
43.0073,13.1297,6.7,2.2,Low
42.9112,13.0493,10.8,2.2,Low
42.9553,13.1778,10.9,2.2,Low
42.791,13.2017,10.1,2.5,Low
42.7172,13.2002,13.6,2.5,Low
42.9035,13.1587,9.0,2.0,Low
43.0338,13.1025,2.5,2.6,Low
42.9013,13.1008,9.7,2.8,Low
42.8082,13.0448,10.9,2.0,Low
42.8968,13.1408,3.1,2.2,Low
42.6768,13.215,13.3,2.3,Low
43.0302,13.1032,6.2,2.3,Low
42.9153,13.1197,10.7,2.2,Low
42.679,13.2112,12.2,2.5,Low
42.8177,13.1437,11.7,2.0,Low
42.9167,13.1583,9.2,2.2,Low
42.7693,13.2618,15.6,2.2,Low
43.0282,13.1217,6.5,2.9,Low
42.79600000000001,13.1507,10.8,2.8,Low
42.9022,13.0363,10.5,2.6,Low
42.7187,13.2752,10.7,2.0,Low
43.0675,13.0763,8.0,2.4,Low
42.9277,13.1152,9.8,2.5,Low
42.7728,13.2067,10.3,2.9,Low
42.693000000000005,13.1767,13.5,2.7,Low
42.8078,13.161,10.5,2.0,Low
42.7808,13.06,10.3,2.0,Low
42.8512,13.261,15.5,2.3,Low
42.9068,13.1467,9.2,2.2,Low
43.0557,13.1273,8.4,3.3,Low
42.9225,13.2173,8.4,2.4,Low
43.0293,13.0773,6.9,2.4,Low
42.6742,13.2038,13.8,2.6,Low
42.7715,13.1642,10.7,2.2,Low
42.8067,13.0487,9.9,2.1,Low
42.8817,12.8285,15.2,2.2,Low
42.8748,13.0607,9.9,3.1,Low
42.7607,13.0807,10.1,2.2,Low
42.6397,13.0968,9.7,2.1,Low
42.9947,13.1427,7.1,2.5,Low
42.7518,13.1445,15.6,3.2,Low
42.9672,13.056,10.5,2.0,Low
42.9988,13.0477,8.9,2.1,Low
42.9058,13.038,10.0,2.3,Low
42.8678,13.0207,8.7,2.4,Low
42.769,13.1592,11.4,2.3,Low
42.9032,13.1612,9.4,2.2,Low
42.8527,13.0842,10.0,2.0,Low
42.7543,13.1792,10.8,2.9,Low
42.7107,13.2352,13.6,2.8,Low
42.8018,13.1332,10.3,2.3,Low
42.8678,13.0963,10.7,2.8,Low
42.8027,13.164,10.7,2.5,Low
42.8893,13.195,7.8,2.3,Low
42.8998,13.1448,8.2,3.4,Low
42.7698,13.1473,9.3,2.8,Low
42.7737,13.1355,11.1,2.1,Low
42.9002,13.1482,8.6,2.3,Low
42.8748,13.0673,10.0,2.3,Low
42.9035,13.0257,12.8,2.1,Low
42.9003,13.1617,8.3,2.2,Low
42.7688,13.1603,10.0,2.2,Low
42.8433,13.1363,8.3,2.2,Low
42.8895,13.0387,10.1,2.2,Low
43.0718,13.0613,8.8,2.9,Low
42.8795,13.1853,8.2,2.3,Low
42.8057,13.178,8.6,2.6,Low
42.8463,13.1572,10.5,3.1,Low
42.7902,13.0652,9.3,2.4,Low
42.9272,13.0307,16.0,2.2,Low
42.8902,13.0652,10.0,2.8,Low
42.754,13.1942,10.5,2.4,Low
42.9318,13.0397,11.1,2.3,Low
42.7447,13.1783,12.5,2.3,Low
42.765,13.0518,10.3,3.2,Low
42.8038,13.167,8.9,2.1,Low
42.9388,13.2022,6.2,2.2,Low
42.7773,13.1927,10.2,2.2,Low
42.8313,13.0345,10.9,2.7,Low
42.8652,13.0343,10.8,2.4,Low
42.8093,13.2618,7.7,2.0,Low
42.9453,13.1968,7.8,3.1,Low
42.8225,13.1698,10.9,2.7,Low
43.0173,13.0802,9.3,2.7,Low
42.8532,13.0163,10.6,2.5,Low
42.7383,13.149,18.8,3.1,Low
42.7913,13.1758,9.0,2.3,Low
42.8993,13.1632,9.0,2.6,Low
43.0212,13.1158,9.4,2.3,Low
42.8307,13.1395,10.3,2.2,Low
42.8552,13.0115,10.9,2.3,Low
43.0413,13.0725,8.3,2.6,Low
42.7907,13.1537,8.7,2.5,Low
42.8905,13.1883,10.0,2.1,Low
42.8227,13.045,9.6,2.0,Low
42.9495,13.1112,12.9,2.5,Low
42.8078,13.1503,11.2,2.3,Low
42.7642,13.1538,10.1,2.2,Low
42.5322,13.2573,10.9,2.4,Low
42.9517,13.1963,6.4,2.4,Low
42.7653,13.2162,11.0,2.8,Low
43.0368,13.0998,6.9,3.0,Low
42.7567,13.1983,9.9,2.0,Low
42.7912,13.093,28.6,2.4,Low
42.8462,13.183,10.7,2.5,Low
42.691,13.1997,11.4,2.4,Low
42.7537,13.2612,11.1,2.2,Low
42.695,13.1982,11.4,2.3,Low
42.8672,13.1948,7.4,2.2,Low
42.6245,13.2633,12.2,2.0,Low
42.9952,13.1327,7.8,2.6,Low
42.8228,13.1507,11.0,2.9,Low
42.7272,13.1917,9.0,2.2,Low
42.886,13.1608,7.5,2.8,Low
42.7297,13.1798,14.2,2.2,Low
42.7598,13.0902,11.1,2.0,Low
42.9197,13.1327,9.7,2.5,Low
43.0607,13.0923,4.0,2.2,Low
42.9288,13.2052,8.7,2.7,Low
42.7618,13.175999999999998,9.7,2.3,Low
42.923,13.206,9.4,2.8,Low
42.8588,13.2278,10.0,2.4,Low
42.7072,13.1553,11.7,2.4,Low
43.0568,13.0835,7.4,2.7,Low
42.8147,13.0592,9.9,2.3,Low
43.0718,13.085,10.7,2.4,Low
42.778,13.2108,10.8,2.1,Low
42.9397,13.2147,7.7,3.2,Low
42.8267,13.1363,9.6,2.4,Low
42.6862,13.2023,12.0,2.2,Low
42.7242,13.1742,8.8,2.2,Low
42.7768,13.1072,10.0,2.7,Low
42.882,13.1088,10.3,2.4,Low
42.9307,13.0467,10.5,2.3,Low
42.8027,13.1407,10.5,2.4,Low
42.7248,13.114,14.3,2.3,Low
42.8923,13.2022,7.9,2.8,Low
42.6845,13.2013,11.2,2.5,Low
42.8897,13.2105,8.2,2.3,Low
42.8112,13.0988,9.5,2.2,Low
42.8393,13.0668,10.4,2.0,Low
42.8893,13.0452,9.8,2.1,Low
42.8923,13.1818,14.5,3.0,Low
42.7777,13.0518,11.3,2.4,Low
42.9293,13.201,8.3,2.4,Low
42.9397,13.2032,10.9,2.3,Low
42.9575,13.2003,7.4,2.3,Low
42.8703,13.1572,11.7,2.8,Low
42.9032,13.1465,8.7,2.8,Low
42.7277,13.2132,9.9,2.6,Low
42.8032,13.205,9.6,2.2,Low
42.6927,13.2733,10.0,2.5,Low
42.8952,13.007,10.1,2.6,Low
42.8312,13.2078,6.4,2.4,Low
42.7627,13.0582,10.2,2.5,Low
42.7157,13.1832,10.2,2.0,Low
42.9193,13.1485,9.7,2.5,Low
42.8018,13.1213,9.1,2.6,Low
42.8267,13.1363,10.0,2.3,Low
42.8965,13.1648,8.9,2.1,Low
42.8912,13.0942,7.9,2.0,Low
42.8775,13.1145,10.0,2.1,Low
42.8017,13.071,11.1,2.0,Low
42.8225,13.227,10.2,2.3,Low
42.7777,13.0562,11.0,2.3,Low
42.82899999999999,13.2273,9.1,2.6,Low
42.7827,13.1197,10.4,2.2,Low
42.8853,13.2012,7.5,2.3,Low
42.8217,13.1333,9.4,2.8,Low
42.8058,13.0477,10.7,3.3,Low
42.8637,13.1012,9.9,2.1,Low
43.0257,13.0988,6.6,2.1,Low
42.858,13.2197,8.7,2.2,Low
42.7957,13.1067,10.6,2.8,Low
42.7958,13.1387,9.9,2.0,Low
42.801,13.2113,8.1,2.5,Low
42.8458,13.0378,10.6,2.5,Low
42.9172,13.1143,10.8,2.0,Low
42.7158,13.2623,12.1,2.6,Low
42.9828,13.0692,10.2,2.2,Low
42.8867,13.1622,9.3,2.6,Low
42.8027,13.1458,8.9,2.0,Low
42.7703,13.1733,11.2,2.4,Low
42.7667,13.095,10.8,2.3,Low
42.9002,13.1717,6.9,2.0,Low
42.6717,13.2658,11.0,2.6,Low
42.8642,13.1018,9.4,2.4,Low
42.5872,13.3562,19.0,2.2,Low
42.7297,13.1898,10.1,2.3,Low
42.8227,13.1983,13.1,2.5,Low
42.8432,13.1238,7.8,2.3,Low
42.7163,13.2803,12.4,2.5,Low
42.8402,13.2168,7.9,2.4,Low
42.8898,13.0335,10.2,2.5,Low
42.9092,13.0663,11.1,2.4,Low
42.9458,13.1988,7.2,3.2,Low
42.8317,13.0227,10.7,2.1,Low
42.8052,13.1325,11.5,2.6,Low
42.8923,13.0345,9.7,2.1,Low
42.9537,13.1945,8.6,2.5,Low
42.9548,13.1957,8.4,2.8,Low
42.8788,13.2088,8.6,2.1,Low
42.7592,13.1723,9.9,2.3,Low
42.8548,13.2052,7.9,2.5,Low
42.8125,13.1002,10.0,2.4,Low
42.81100000000001,13.1427,10.8,2.7,Low
42.9527,13.1983,9.1,3.0,Low
42.8798,13.0947,10.5,2.4,Low
42.8542,13.0842,9.3,3.2,Low
42.931,13.0588,10.0,3.1,Low
42.8108,13.1277,11.1,2.2,Low
42.7025,13.1332,14.5,2.0,Low
42.7558,13.2135,10.2,2.0,Low
42.8083,13.1307,10.6,2.2,Low
42.9423,13.1868,6.5,2.0,Low
42.8172,13.1642,10.1,2.6,Low
42.9648,13.1518,10.3,2.8,Low
42.828,13.2257,8.4,2.2,Low
42.7893,13.1702,9.7,2.0,Low
42.787,13.1257,10.6,2.3,Low
42.9317,13.212,10.2,2.4,Low
42.9313,13.0563,9.3,2.8,Low
42.9278,13.0198,10.9,2.2,Low
42.7095,13.2505,12.6,2.2,Low
42.9018,13.1888,8.5,2.0,Low
42.7427,13.2163,10.3,2.2,Low
42.7522,13.1755,9.3,2.5,Low
42.9218,13.108,10.9,2.4,Low
42.9707,13.0602,9.5,2.4,Low
42.7965,13.1085,10.2,2.0,Low
42.8117,13.125,10.7,2.2,Low
43.0052,13.1402,9.5,2.1,Low
42.7012,13.2593,11.5,2.1,Low
42.8748,13.1112,10.5,2.1,Low
42.701,13.2098,12.9,2.2,Low
42.7422,13.2492,12.1,2.4,Low
42.7962,13.1802,10.0,2.1,Low
42.8832,13.2172,7.1,2.8,Low
42.7927,13.1445,10.1,2.3,Low
42.8083,13.1097,11.1,2.2,Low
42.798,13.1812,10.0,3.0,Low
42.663,13.2165,11.4,3.2,Low
42.8328,13.0898,11.2,2.3,Low
42.8107,13.0958,10.0,2.2,Low
42.775,13.0317,10.4,3.2,Low
42.9088,13.2062,9.3,2.5,Low
42.5958,13.3132,10.1,2.4,Low
42.7653,13.054,10.9,2.0,Low
42.8003,13.0568,9.7,2.0,Low
42.986,13.1475,8.9,3.0,Low
43.0182,13.0578,8.8,2.4,Low
42.8802,13.2072,8.4,2.1,Low
42.777,13.0318,10.3,2.2,Low
42.8713,13.2333,9.8,2.0,Low
42.8788,13.0753,9.4,2.3,Low
42.9087,13.3088,24.6,3.7,Low
42.908,13.3197,24.3,2.1,Low
42.9087,13.3317,25.5,2.3,Low
42.9458,13.2098,8.8,2.2,Low
42.8182,13.0517,9.8,2.0,Low
43.0448,13.1352,8.4,2.4,Low
42.7873,13.1443,9.9,2.5,Low
42.9027,13.3113,24.7,3.2,Low
42.8423,13.0902,9.4,2.2,Low
42.7893,13.1923,11.3,2.0,Low
43.0172,13.0732,9.7,2.1,Low
42.7107,13.1118,11.2,2.8,Low
42.9437,13.1772,9.5,2.1,Low
42.8552,13.0462,10.3,2.1,Low
42.5843,13.3522,19.4,3.1,Low
42.7833,13.1077,12.3,2.6,Low
42.8113,13.1132,10.5,2.2,Low
42.5608,13.3538,13.5,2.4,Low
42.8913,13.0825,19.0,2.2,Low
42.7477,13.276,12.0,2.3,Low
42.8463,13.061,14.9,2.2,Low
43.0603,13.0712,9.5,2.3,Low
42.7735,13.1793,10.6,2.3,Low
42.9167,13.0277,10.1,2.3,Low
42.8222,13.1908,13.8,2.3,Low
42.6943,13.2523,11.8,2.5,Low
42.6967,13.2543,12.4,2.4,Low
42.7758,13.1443,11.2,3.0,Low
42.8462,13.0372,10.5,2.2,Low
42.976000000000006,13.1017,12.1,2.2,Low
43.026,13.0797,11.2,2.7,Low
42.7902,13.2668,6.3,2.0,Low
42.9193,13.2063,9.5,2.0,Low
42.7327,13.2587,9.3,2.3,Low
43.0317,13.1027,7.9,2.7,Low
42.8068,13.1147,9.9,2.0,Low
42.7507,13.1223,10.2,2.6,Low
43.0633,13.1053,20.2,2.4,Low
42.7072,13.2318,10.7,2.4,Low
42.7472,13.2043,10.4,2.7,Low
43.0133,13.1378,8.1,2.6,Low
43.0042,13.1348,7.2,2.0,Low
42.7645,13.1553,11.8,2.7,Low
42.8062,13.1137,10.7,2.2,Low
42.8987,13.1483,11.1,2.3,Low
42.871,13.0562,10.0,2.1,Low
42.8592,13.2107,8.2,2.7,Low
42.6868,13.2257,12.4,2.2,Low
42.9868,13.1248,5.8,2.4,Low
42.9408,13.1512,10.1,2.2,Low
42.867,13.0292,10.4,2.0,Low
42.7302,13.1998,10.8,2.3,Low
42.7277,13.2683,12.9,2.1,Low
42.8882,13.216,8.2,2.5,Low
42.7758,13.1142,10.1,2.0,Low
42.885,13.075,12.0,2.1,Low
43.0085,13.1428,9.4,3.6,Low
43.0138,13.14,8.2,3.2,Low
43.0142,13.1407,8.2,2.2,Low
42.9272,13.015,11.0,2.1,Low
42.8597,13.1888,10.2,2.3,Low
42.8015,13.1178,10.7,2.1,Low
42.6263,13.2857,8.2,2.4,Low
42.7452,13.1192,8.5,2.4,Low
42.871,13.1807,10.7,2.1,Low
42.9862,13.0827,13.9,2.1,Low
42.6962,13.1533,11.5,2.2,Low
42.9598,13.1192,8.9,2.2,Low
42.9348,13.2132,9.0,2.2,Low
42.9018,13.0487,9.7,3.1,Low
42.8505,13.2252,8.5,2.2,Low
42.8117,13.0947,10.3,2.2,Low
43.0525,13.097,9.2,2.3,Low
42.8998,13.1903,7.0,2.1,Low
42.9383,13.1565,9.6,2.0,Low
42.9995,13.1583,9.9,4.8,Moderate
43.0098,13.1503,9.8,3.2,Low
43.0077,13.1338,7.6,3.3,Low
42.6388,13.1753,15.7,2.5,Low
42.961000000000006,13.1783,8.2,2.8,Low
42.8008,13.0962,10.3,2.2,Low
42.9912,13.1492,9.6,3.5,Low
42.951,13.1827,9.3,2.1,Low
42.9797,13.1615,9.3,2.1,Low
43.034,13.0807,3.9,2.0,Low
42.7955,13.1722,14.6,2.1,Low
42.7727,13.1455,10.6,2.2,Low
42.7842,13.1378,14.8,2.0,Low
42.8712,13.2023,8.6,2.7,Low
42.747,13.1118,14.4,2.0,Low
42.9473,13.1748,8.8,2.2,Low
42.9108,13.1237,8.8,2.1,Low
42.8172,13.0807,10.8,2.8,Low
42.9472,13.1758,9.5,2.3,Low
42.8157,13.0897,10.1,2.4,Low
42.8425,13.0575,9.6,2.3,Low
43.018,13.1462,8.6,2.0,Low
42.7365,13.2063,9.9,2.5,Low
42.7302,13.1783,7.4,2.2,Low
43.0102,13.1187,8.9,2.3,Low
42.597,13.2377,10.9,2.4,Low
42.7702,13.1835,10.2,2.1,Low
42.8527,13.2188,9.9,2.6,Low
42.8212,13.1397,11.1,2.5,Low
42.7467,13.2032,9.7,2.2,Low
42.7213,13.2648,11.3,2.3,Low
42.8095,13.1253,11.1,2.0,Low
42.7812,13.126,11.1,2.0,Low
42.7905,13.1118,10.2,2.6,Low
42.909,13.3385,23.8,2.0,Low
42.8582,13.1245,14.4,2.6,Low
42.8048,13.286,9.8,2.2,Low
42.8213,13.063,10.1,2.2,Low
42.7713,13.1348,11.1,2.5,Low
42.7025,13.2298,12.1,2.7,Low
42.8373,13.0573,10.1,2.3,Low
42.8117,13.1532,9.9,2.2,Low
43.0402,13.0968,8.4,2.4,Low
42.804,13.0342,10.3,2.1,Low
42.7968,13.1435,10.0,2.8,Low
42.8897,13.1333,10.9,2.5,Low
42.7628,13.1875,11.1,2.2,Low
42.8705,13.1187,7.5,2.4,Low
42.8722,13.1287,9.7,2.6,Low
42.7748,13.0848,10.8,2.0,Low
42.942,13.2075,9.3,2.2,Low
42.7968,13.1453,10.7,2.4,Low
42.7958,13.1073,10.7,2.1,Low
42.9628,13.174,8.9,2.1,Low
42.7342,13.2063,11.7,3.2,Low
42.6058,13.2303,11.0,2.0,Low
42.9487,13.1357,8.5,2.6,Low
42.8573,13.0407,10.0,2.8,Low
42.6858,13.1525,13.2,3.2,Low
42.8002,13.1862,8.9,3.0,Low
42.7633,13.1393,17.8,2.0,Low
42.703,13.186,11.6,2.0,Low
42.9158,13.1403,10.3,2.6,Low
42.8222,13.1645,8.6,2.3,Low
42.9308,13.2072,8.9,2.1,Low
42.8062,13.118,10.5,2.4,Low
42.7742,13.1697,9.7,2.4,Low
42.701,13.215,11.1,2.3,Low
